Name,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Baseline
40,-86.94474003,40.43834246,174.029,,-86.94474003,40.43834246,174.029,,,,,2.134,FIX,2021-06-01 11:32:10.0 UTC-04:00,2021-06-01 11:32:10.0 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2682.422
41,-86.94472820,40.43835525,174.062,,-86.94472820,40.43835525,174.062,,,,,2.134,FIX,2021-06-01 11:32:20.4 UTC-04:00,2021-06-01 11:32:20.4 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2680.683
42,-86.94470948,40.43836869,174.009,,-86.94470948,40.43836869,174.009,,,,,2.134,FIX,2021-06-01 11:32:32.1 UTC-04:00,2021-06-01 11:32:32.1 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2678.542
43,-86.94469342,40.43837668,174.167,,-86.94469342,40.43837668,174.167,,,,,2.134,FIX,2021-06-01 11:32:52.9 UTC-04:00,2021-06-01 11:32:52.9 UTC-04:00,1,1.8,-86.92619664,40.45790787,188.082,2677.025
44,-86.94467685,40.43838309,174.202,,-86.94467685,40.43838309,174.202,,,,,2.134,FIX,2021-06-01 11:33:02.6 UTC-04:00,2021-06-01 11:33:02.6 UTC-04:00,1,1.8,-86.92619664,40.45790787,188.082,2675.624
45,-86.94466249,40.43838747,174.223,,-86.94466249,40.43838747,174.223,,,,,2.134,FIX,2021-06-01 11:33:14.3 UTC-04:00,2021-06-01 11:33:14.3 UTC-04:00,1,1.8,-86.92619664,40.45790787,188.082,2674.515
46,-86.94464380,40.43839328,174.249,,-86.94464380,40.43839328,174.249,,,,,2.134,FIX,2021-06-01 11:33:24.7 UTC-04:00,2021-06-01 11:33:24.7 UTC-04:00,1,1.8,-86.92619664,40.45790787,188.082,2673.064
47,-86.94462633,40.43839718,174.258,,-86.94462633,40.43839718,174.258,,,,,2.134,FIX,2021-06-01 11:33:36.5 UTC-04:00,2021-06-01 11:33:36.5 UTC-04:00,1,1.8,-86.92619664,40.45790787,188.082,2671.846
48,-86.94460701,40.43840015,174.298,,-86.94460701,40.43840015,174.298,,,,,2.134,FIX,2021-06-01 11:33:47.2 UTC-04:00,2021-06-01 11:33:47.2 UTC-04:00,1,1.8,-86.92619664,40.45790787,188.082,2670.619
49,-86.94458481,40.43840232,174.325,,-86.94458481,40.43840232,174.325,,,,,2.134,FIX,2021-06-01 11:34:01.5 UTC-04:00,2021-06-01 11:34:01.5 UTC-04:00,1,1.8,-86.92619664,40.45790787,188.082,2669.323
50,-86.94456200,40.43840238,174.363,,-86.94456200,40.43840238,174.363,,,,,2.134,FIX,2021-06-01 11:34:12.7 UTC-04:00,2021-06-01 11:34:12.7 UTC-04:00,1,1.8,-86.92619664,40.45790787,188.082,2668.187
51,-86.94453780,40.43840177,174.397,,-86.94453780,40.43840177,174.397,,,,,2.134,FIX,2021-06-01 11:34:23.5 UTC-04:00,2021-06-01 11:34:23.5 UTC-04:00,1,1.8,-86.92619664,40.45790787,188.082,2667.043
52,-86.94451124,40.43839938,174.424,,-86.94451124,40.43839938,174.424,,,,,2.134,FIX,2021-06-01 11:34:34.7 UTC-04:00,2021-06-01 11:34:34.7 UTC-04:00,1,1.8,-86.92619664,40.45790787,188.082,2665.945
53,-86.94449163,40.43839752,174.440,,-86.94449163,40.43839752,174.440,,,,,2.134,FIX,2021-06-01 11:34:44.4 UTC-04:00,2021-06-01 11:34:44.4 UTC-04:00,1,1.8,-86.92619664,40.45790787,188.082,2665.143
54,-86.94447155,40.43839491,174.503,,-86.94447155,40.43839491,174.503,,,,,2.134,FIX,2021-06-01 11:35:04.3 UTC-04:00,2021-06-01 11:35:04.3 UTC-04:00,1,1.8,-86.92619664,40.45790787,188.082,2664.387
55,-86.94445189,40.43838958,174.564,,-86.94445189,40.43838958,174.564,,,,,2.134,FIX,2021-06-01 11:35:15.9 UTC-04:00,2021-06-01 11:35:15.9 UTC-04:00,1,1.7,-86.92619664,40.45790787,188.082,2663.898
56,-86.94443432,40.43838520,174.512,,-86.94443432,40.43838520,174.512,,,,,2.134,FIX,2021-06-01 11:35:31.0 UTC-04:00,2021-06-01 11:35:31.0 UTC-04:00,1,1.7,-86.92619664,40.45790787,188.082,2663.428
57,-86.94441799,40.43837891,174.569,,-86.94441799,40.43837891,174.569,,,,,2.134,FIX,2021-06-01 11:35:44.4 UTC-04:00,2021-06-01 11:35:44.4 UTC-04:00,1,1.7,-86.92619664,40.45790787,188.082,2663.192
58,-86.94440310,40.43837406,174.616,,-86.94440310,40.43837406,174.616,,,,,2.134,FIX,2021-06-01 11:35:58.6 UTC-04:00,2021-06-01 11:35:58.6 UTC-04:00,1,1.7,-86.92619664,40.45790787,188.082,2662.897
59,-86.94438112,40.43836446,174.625,,-86.94438112,40.43836446,174.625,,,,,2.134,FIX,2021-06-01 11:36:33.4 UTC-04:00,2021-06-01 11:36:33.4 UTC-04:00,1,1.7,-86.92619664,40.45790787,188.082,2662.685
60,-86.94436704,40.43835324,174.710,,-86.94436704,40.43835324,174.710,,,,,2.134,FIX,2021-06-01 11:36:44.4 UTC-04:00,2021-06-01 11:36:44.4 UTC-04:00,1,1.7,-86.92619664,40.45790787,188.082,2663.009
61,-86.94435513,40.43834074,174.598,,-86.94435513,40.43834074,174.598,,,,,2.134,FIX,2021-06-01 11:37:00.4 UTC-04:00,2021-06-01 11:37:00.4 UTC-04:00,1,1.7,-86.92619664,40.45790787,188.082,2663.558
62,-86.94434584,40.43832776,174.577,,-86.94434584,40.43832776,174.577,,,,,2.134,FIX,2021-06-01 11:37:10.9 UTC-04:00,2021-06-01 11:37:10.9 UTC-04:00,1,1.7,-86.92619664,40.45790787,188.082,2664.277
63,-86.94433868,40.43831503,174.507,,-86.94433868,40.43831503,174.507,,,,,2.134,FIX,2021-06-01 11:37:22.9 UTC-04:00,2021-06-01 11:37:22.9 UTC-04:00,1,1.7,-86.92619664,40.45790787,188.082,2665.081
64,-86.94433218,40.43829944,174.448,,-86.94433218,40.43829944,174.448,,,,,2.134,FIX,2021-06-01 11:37:32.9 UTC-04:00,2021-06-01 11:37:32.9 UTC-04:00,1,1.7,-86.92619664,40.45790787,188.082,2666.177
65,-86.94432694,40.43828070,174.380,,-86.94432694,40.43828070,174.380,,,,,2.134,FIX,2021-06-01 11:37:45.5 UTC-04:00,2021-06-01 11:37:45.5 UTC-04:00,1,1.7,-86.92619664,40.45790787,188.082,2667.621
67,-86.94432454,40.43824636,174.383,,-86.94432454,40.43824636,174.383,,,,,2.134,FIX,2021-06-01 11:38:59.8 UTC-04:00,2021-06-01 11:38:59.8 UTC-04:00,1,1.7,-86.92619664,40.45790787,188.082,2670.620
68,-86.94432793,40.43822808,174.346,,-86.94432793,40.43822808,174.346,,,,,2.134,FIX,2021-06-01 11:39:13.3 UTC-04:00,2021-06-01 11:39:13.3 UTC-04:00,1,1.7,-86.92619664,40.45790787,188.082,2672.446
66,-86.94432592,40.43826771,174.407,,-86.94432592,40.43826771,174.407,,,,,2.134,FIX,2021-06-01 11:40:00.2 UTC-04:00,2021-06-01 11:40:00.2 UTC-04:00,1,1.7,-86.92619664,40.45790787,188.082,2668.749
69,-86.94433265,40.43820937,174.317,,-86.94433265,40.43820937,174.317,,,,,2.134,FIX,2021-06-01 11:40:39.8 UTC-04:00,2021-06-01 11:40:39.8 UTC-04:00,1,1.7,-86.92619664,40.45790787,188.082,2674.375
70,-86.94433870,40.43819071,174.248,,-86.94433870,40.43819071,174.248,,,,,2.134,FIX,2021-06-01 11:41:10.5 UTC-04:00,2021-06-01 11:41:10.5 UTC-04:00,1,1.7,-86.92619664,40.45790787,188.082,2676.366
71,-86.94434357,40.43817353,174.196,,-86.94434357,40.43817353,174.196,,,,,2.134,FIX,2021-06-01 11:41:22.8 UTC-04:00,2021-06-01 11:41:22.8 UTC-04:00,1,1.7,-86.92619664,40.45790787,188.082,2678.165
72,-86.94434807,40.43815741,174.154,,-86.94434807,40.43815741,174.154,,,,,2.134,FIX,2021-06-01 11:41:35.6 UTC-04:00,2021-06-01 11:41:35.6 UTC-04:00,1,1.7,-86.92619664,40.45790787,188.082,2679.849
73,-86.94436209,40.43811674,174.094,,-86.94436209,40.43811674,174.094,,,,,2.134,FIX,2021-06-01 11:41:52.8 UTC-04:00,2021-06-01 11:41:52.8 UTC-04:00,1,1.7,-86.92619664,40.45790787,188.082,2684.230
74,-86.94437410,40.43807616,173.888,,-86.94437410,40.43807616,173.888,,,,,2.134,FIX,2021-06-01 11:42:11.7 UTC-04:00,2021-06-01 11:42:11.7 UTC-04:00,1,1.7,-86.92619664,40.45790787,188.082,2688.506
75,-86.94437936,40.43805887,173.948,,-86.94437936,40.43805887,173.948,,,,,2.134,FIX,2021-06-01 11:42:23.7 UTC-04:00,2021-06-01 11:42:23.7 UTC-04:00,1,1.6,-86.92619664,40.45790787,188.082,2690.335
76,-86.94438225,40.43804221,173.898,,-86.94438225,40.43804221,173.898,,,,,2.134,FIX,2021-06-01 11:42:36.6 UTC-04:00,2021-06-01 11:42:36.6 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2691.992
77,-86.94438343,40.43803045,173.771,,-86.94438343,40.43803045,173.771,,,,,2.134,FIX,2021-06-01 11:42:43.2 UTC-04:00,2021-06-01 11:42:43.2 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2693.120
78,-86.94438358,40.43801733,173.795,,-86.94438358,40.43801733,173.795,,,,,2.134,FIX,2021-06-01 11:43:12.7 UTC-04:00,2021-06-01 11:43:12.7 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2694.321
79,-86.94438179,40.43800234,173.749,,-86.94438179,40.43800234,173.749,,,,,2.134,FIX,2021-06-01 11:43:21.3 UTC-04:00,2021-06-01 11:43:21.3 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2695.599
81,-86.94437195,40.43797485,173.684,,-86.94437195,40.43797485,173.684,,,,,2.134,FIX,2021-06-01 11:43:42.8 UTC-04:00,2021-06-01 11:43:42.8 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2697.626
80,-86.94437744,40.43798887,173.702,,-86.94437744,40.43798887,173.702,,,,,2.134,FIX,2021-06-01 11:46:26.8 UTC-04:00,2021-06-01 11:46:26.8 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2696.615
82,-86.94436309,40.43795581,173.637,,-86.94436309,40.43795581,173.637,,,,,2.134,FIX,2021-06-01 11:46:55.9 UTC-04:00,2021-06-01 11:46:55.9 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2698.933
83,-86.94435453,40.43793985,173.635,,-86.94435453,40.43793985,173.635,,,,,2.134,FIX,2021-06-01 11:47:18.7 UTC-04:00,2021-06-01 11:47:18.7 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2699.973
84,-86.94434395,40.43792684,173.608,,-86.94434395,40.43792684,173.608,,,,,2.134,FIX,2021-06-01 11:47:31.0 UTC-04:00,2021-06-01 11:47:31.0 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2700.649
85,-86.94433314,40.43791598,173.574,,-86.94433314,40.43791598,173.574,,,,,2.134,FIX,2021-06-01 11:47:46.3 UTC-04:00,2021-06-01 11:47:46.3 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2701.117
86,-86.94431862,40.43790476,173.543,,-86.94431862,40.43790476,173.543,,,,,2.134,FIX,2021-06-01 11:48:02.3 UTC-04:00,2021-06-01 11:48:02.3 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2701.440
87,-86.94429796,40.43789133,173.502,,-86.94429796,40.43789133,173.502,,,,,2.134,FIX,2021-06-01 11:48:20.4 UTC-04:00,2021-06-01 11:48:20.4 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2701.670
88,-86.94428001,40.43788219,173.463,,-86.94428001,40.43788219,173.463,,,,,2.134,FIX,2021-06-01 11:48:29.4 UTC-04:00,2021-06-01 11:48:29.4 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2701.641
89,-86.94426634,40.43787660,173.426,,-86.94426634,40.43787660,173.426,,,,,2.134,FIX,2021-06-01 11:48:44.5 UTC-04:00,2021-06-01 11:48:44.5 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2701.493
90,-86.94424900,40.43786980,173.398,,-86.94424900,40.43786980,173.398,,,,,2.134,FIX,2021-06-01 11:48:53.8 UTC-04:00,2021-06-01 11:48:53.8 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2701.281
91,-86.94423559,40.43786544,173.392,,-86.94423559,40.43786544,173.392,,,,,2.134,FIX,2021-06-01 11:49:06.4 UTC-04:00,2021-06-01 11:49:06.4 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2701.035
92,-86.94421683,40.43786084,173.364,,-86.94421683,40.43786084,173.364,,,,,2.134,FIX,2021-06-01 11:49:20.3 UTC-04:00,2021-06-01 11:49:20.3 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2700.556
93,-86.94419791,40.43785605,173.350,,-86.94419791,40.43785605,173.350,,,,,2.134,FIX,2021-06-01 11:49:32.5 UTC-04:00,2021-06-01 11:49:32.5 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2700.086
94,-86.94417400,40.43785270,173.214,,-86.94417400,40.43785270,173.214,,,,,2.134,FIX,2021-06-01 11:49:45.3 UTC-04:00,2021-06-01 11:49:45.3 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2699.246
95,-86.94415479,40.43785165,173.306,,-86.94415479,40.43785165,173.306,,,,,2.134,FIX,2021-06-01 11:49:58.9 UTC-04:00,2021-06-01 11:49:58.9 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2698.422
96,-86.94413588,40.43785381,173.308,,-86.94413588,40.43785381,173.308,,,,,2.134,FIX,2021-06-01 11:50:13.8 UTC-04:00,2021-06-01 11:50:13.8 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2697.319
97,-86.94411615,40.43785806,173.318,,-86.94411615,40.43785806,173.318,,,,,2.134,FIX,2021-06-01 11:50:26.0 UTC-04:00,2021-06-01 11:50:26.0 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2695.984
98,-86.94409738,40.43786651,173.343,,-86.94409738,40.43786651,173.343,,,,,2.134,FIX,2021-06-01 11:50:39.0 UTC-04:00,2021-06-01 11:50:39.0 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2694.312
99,-86.94407974,40.43787535,173.412,,-86.94407974,40.43787535,173.412,,,,,2.134,FIX,2021-06-01 11:50:50.8 UTC-04:00,2021-06-01 11:50:50.8 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2692.657
100,-86.94406525,40.43788599,173.489,,-86.94406525,40.43788599,173.489,,,,,2.134,FIX,2021-06-01 11:51:01.2 UTC-04:00,2021-06-01 11:51:01.2 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2690.987
101,-86.94405609,40.43789673,173.533,,-86.94405609,40.43789673,173.533,,,,,2.134,FIX,2021-06-01 11:51:12.4 UTC-04:00,2021-06-01 11:51:12.4 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2689.565
102,-86.94405108,40.43791007,173.550,,-86.94405108,40.43791007,173.550,,,,,2.134,FIX,2021-06-01 11:51:24.5 UTC-04:00,2021-06-01 11:51:24.5 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2688.101
103,-86.94405364,40.43792310,173.610,,-86.94405364,40.43792310,173.610,,,,,2.134,FIX,2021-06-01 11:51:38.9 UTC-04:00,2021-06-01 11:51:38.9 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2687.028
104,-86.94406371,40.43794017,173.695,,-86.94406371,40.43794017,173.695,,,,,2.134,FIX,2021-06-01 11:51:52.6 UTC-04:00,2021-06-01 11:51:52.6 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2685.944
105,-86.94407747,40.43795727,173.766,,-86.94407747,40.43795727,173.766,,,,,2.134,FIX,2021-06-01 11:52:04.7 UTC-04:00,2021-06-01 11:52:04.7 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2685.036
106,-86.94409380,40.43797318,173.802,,-86.94409380,40.43797318,173.802,,,,,2.134,FIX,2021-06-01 11:52:29.1 UTC-04:00,2021-06-01 11:52:29.1 UTC-04:00,1,1.5,-86.92619664,40.45790787,188.082,2684.362
107,-86.94411247,40.43798781,173.851,,-86.94411247,40.43798781,173.851,,,,,2.134,FIX,2021-06-01 11:52:41.5 UTC-04:00,2021-06-01 11:52:41.5 UTC-04:00,1,1.4,-86.92619664,40.45790787,188.082,2683.918
108,-86.94412737,40.43800115,173.875,,-86.94412737,40.43800115,173.875,,,,,2.134,FIX,2021-06-01 11:52:58.1 UTC-04:00,2021-06-01 11:52:58.1 UTC-04:00,1,1.4,-86.92619664,40.45790787,188.082,2683.413
109,-86.94414243,40.43801563,173.903,,-86.94414243,40.43801563,173.903,,,,,2.134,FIX,2021-06-01 11:53:11.3 UTC-04:00,2021-06-01 11:53:11.3 UTC-04:00,1,1.4,-86.92619664,40.45790787,188.082,2682.813
110,-86.94415205,40.43802817,173.973,,-86.94415205,40.43802817,173.973,,,,,2.134,FIX,2021-06-01 11:53:25.6 UTC-04:00,2021-06-01 11:53:25.6 UTC-04:00,1,1.4,-86.92619664,40.45790787,188.082,2682.130
111,-86.94416080,40.43804350,174.018,,-86.94416080,40.43804350,174.018,,,,,2.134,FIX,2021-06-01 11:53:46.6 UTC-04:00,2021-06-01 11:53:46.6 UTC-04:00,1,1.4,-86.92619664,40.45790787,188.082,2681.151
112,-86.94416610,40.43806543,174.064,,-86.94416610,40.43806543,174.064,,,,,2.134,FIX,2021-06-01 11:54:01.2 UTC-04:00,2021-06-01 11:54:01.2 UTC-04:00,1,1.4,-86.92619664,40.45790787,188.082,2679.403
113,-86.94416073,40.43808329,174.105,,-86.94416073,40.43808329,174.105,,,,,2.134,FIX,2021-06-01 11:54:15.3 UTC-04:00,2021-06-01 11:54:15.3 UTC-04:00,1,1.4,-86.92619664,40.45790787,188.082,2677.512
114,-86.94415163,40.43810141,174.141,,-86.94415163,40.43810141,174.141,,,,,2.134,FIX,2021-06-01 11:54:30.6 UTC-04:00,2021-06-01 11:54:30.6 UTC-04:00,1,1.4,-86.92619664,40.45790787,188.082,2675.419
